Transaction_ID,Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,hour,day_of_week
TXN_31553,3.65,Online,45864.24,Tablet,Mumbai,Electronics,0,10,116.97,0,Visa,92,3628.99,OTP,0.6613,1,0,12,Friday
TXN_43073,51.37,ATM Withdrawal,16973.78,Tablet,New York,Restaurants,0,13,100.53,2,Mastercard,38,1549.06,PIN,0.0728,0,0,1,Tuesday
TXN_11356,1.61,Online,67019.46,Mobile,Tokyo,Electronics,0,7,299.63,3,Amex,162,4324.88,PIN,0.1338,0,0,19,Wednesday
TXN_35661,145.65,POS,40647.68,Tablet,Sydney,Electronics,1,13,213.03,4,Mastercard,186,4793.9,Biometric,0.9617,0,1,23,Friday
TXN_11333,171.47,POS,94091.77,Tablet,Mumbai,Electronics,0,12,50.31,0,Visa,73,3103.71,PIN,0.7742,1,0,23,Saturday
TXN_16685,129.19,POS,91233.87,Laptop,Tokyo,Clothing,0,9,332.61,0,Mastercard,69,1822.21,Password,0.5,1,0,10,Saturday
TXN_8173,8.64,Bank Transfer,11220.49,Tablet,London,Electronics,0,4,396.3,4,Amex,218,3632.63,PIN,0.1792,1,1,11,Monday
TXN_24827,79.2,ATM Withdrawal,36643.92,Tablet,Tokyo,Restaurants,0,7,213.69,3,Visa,166,1101.93,OTP,0.6249,1,0,23,Wednesday
TXN_17553,136.08,ATM Withdrawal,20440.36,Laptop,London,Groceries,0,6,21.64,3,Discover,195,3061.27,PIN,0.8306,1,0,8,Saturday
TXN_25194,24.06,POS,36787.83,Laptop,London,Travel,1,11,241.9,1,Mastercard,205,1196.61,Password,0.3141,0,0,17,Wednesday
TXN_40492,120.52,Bank Transfer,95508.21,Laptop,Tokyo,Restaurants,0,5,314.87,4,Amex,42,1899.7,Password,0.271,0,1,12,Wednesday
TXN_25926,164.5,Bank Transfer,22273.68,Laptop,Mumbai,Travel,0,5,284.67,2,Visa,53,2998.87,OTP,0.3412,1,0,15,Friday
TXN_30326,17.26,Bank Transfer,84480.33,Laptop,Sydney,Travel,0,9,127.27,4,Discover,196,71.91,OTP,0.7003,1,1,9,Saturday
TXN_14358,13.54,Online,68582.44,Tablet,New York,Electronics,0,12,50.21,2,Visa,150,4046.47,PIN,0.6407,1,0,21,Monday
TXN_8834,26.96,Online,73877.83,Mobile,Sydney,Groceries,0,7,48.32,0,Mastercard,62,2875.55,PIN,0.4116,1,0,10,Monday
TXN_48495,155.52,POS,49431.83,Tablet,Sydney,Clothing,0,14,334.49,0,Amex,64,510.44,Password,0.1948,1,0,20,Tuesday
TXN_36628,116.19,POS,28135.17,Tablet,London,Restaurants,0,1,230.23,2,Discover,219,3910.85,Password,0.2177,1,0,1,Friday
TXN_11491,2.29,Online,6494.31,Mobile,Tokyo,Restaurants,0,8,209.5,3,Mastercard,192,3506.71,PIN,0.391,0,0,11,Wednesday
TXN_4275,99.42,ATM Withdrawal,48513.14,Tablet,London,Groceries,0,1,166.63,1,Discover,96,4441.53,Biometric,0.9983,0,1,19,Sunday
TXN_30308,102.29,Bank Transfer,97053.58,Tablet,London,Groceries,0,1,23.43,1,Mastercard,77,773.6,OTP,0.689,0,0,17,Wednesday
TXN_6761,187.26,Online,42290.09,Laptop,Tokyo,Restaurants,0,3,347.22,4,Mastercard,122,1997.9,Biometric,0.6497,1,1,2,Thursday
TXN_48508,89.27,ATM Withdrawal,26829.84,Tablet,Tokyo,Groceries,1,8,359.43,4,Amex,109,3138.0,Biometric,0.9562,0,1,17,Tuesday
TXN_49308,78.27,Online,17804.79,Tablet,London,Travel,0,9,341.05,4,Amex,123,1638.23,Password,0.3393,0,1,23,Tuesday
TXN_33992,187.45,ATM Withdrawal,50438.81,Mobile,Tokyo,Travel,0,6,225.6,1,Mastercard,51,325.12,Biometric,0.936,1,1,17,Friday
TXN_14630,159.5,Bank Transfer,99222.19,Mobile,Tokyo,Clothing,0,11,414.05,3,Amex,1,1703.54,OTP,0.2642,0,0,18,Sunday
TXN_44777,77.68,Bank Transfer,3846.3,Laptop,Tokyo,Travel,0,2,402.85,1,Amex,92,3133.29,PIN,0.0049,0,0,18,Saturday
TXN_15753,226.46,Bank Transfer,51050.68,Laptop,Mumbai,Clothing,1,10,404.05,1,Mastercard,6,4348.48,OTP,0.5874,1,0,23,Wednesday
TXN_10664,100.51,Online,55136.07,Laptop,Mumbai,Clothing,1,3,381.52,2,Visa,174,700.09,Password,0.4329,1,0,19,Monday
TXN_26050,107.16,POS,13901.65,Tablet,London,Restaurants,0,12,111.4,3,Visa,11,388.74,Biometric,0.0218,0,0,18,Friday
TXN_30913,272.11,ATM Withdrawal,91609.22,Tablet,London,Travel,0,4,197.02,4,Discover,222,2676.65,OTP,0.7849,0,1,20,Wednesday
TXN_39127,89.77,Online,81636.69,Mobile,Sydney,Restaurants,0,7,85.05,0,Mastercard,84,6.75,Biometric,0.0243,0,0,15,Sunday
TXN_39388,34.41,Online,45927.33,Tablet,New York,Clothing,0,11,77.8,2,Mastercard,203,4764.15,OTP,0.6722,0,0,5,Wednesday
TXN_35154,1.49,POS,37043.19,Mobile,Mumbai,Restaurants,0,6,474.12,0,Visa,133,2392.36,OTP,0.2142,0,0,9,Tuesday
TXN_40320,154.6,Bank Transfer,7627.87,Tablet,London,Groceries,0,14,32.01,4,Amex,96,4672.4,PIN,0.65,0,1,22,Monday
TXN_10673,66.79,Bank Transfer,94096.01,Mobile,Tokyo,Travel,0,12,152.54,0,Amex,228,1966.42,PIN,0.1568,0,0,9,Thursday
TXN_35107,127.15,ATM Withdrawal,75456.85,Mobile,London,Restaurants,1,7,109.8,2,Mastercard,138,3606.05,Biometric,0.4443,0,0,14,Friday
TXN_24320,249.16,Bank Transfer,69141.33,Tablet,Sydney,Clothing,0,4,47.35,3,Mastercard,207,726.66,Biometric,0.7956,0,0,21,Friday
TXN_34198,50.76,Online,7846.76,Mobile,Sydney,Travel,0,5,422.48,3,Mastercard,215,2066.62,Biometric,0.1107,1,0,2,Sunday
TXN_1713,141.19,ATM Withdrawal,60796.01,Laptop,London,Travel,0,4,322.09,1,Discover,8,2602.59,Password,0.6043,1,0,0,Wednesday
TXN_25676,335.52,ATM Withdrawal,24695.91,Laptop,Sydney,Groceries,0,5,358.24,2,Discover,144,4563.33,Password,0.6919,0,0,17,Monday
TXN_33423,225.75,Bank Transfer,8921.57,Laptop,Tokyo,Travel,1,12,172.1,4,Amex,159,1618.29,OTP,0.5864,0,1,17,Wednesday
TXN_30503,114.42,Online,27081.61,Tablet,London,Restaurants,0,11,26.65,1,Discover,230,4428.69,Password,0.8532,1,1,6,Friday
TXN_6950,90.99,POS,17619.08,Laptop,Sydney,Clothing,0,10,165.15,4,Discover,61,1196.32,Biometric,0.2396,0,1,8,Wednesday
TXN_26197,41.74,ATM Withdrawal,96492.58,Tablet,Tokyo,Travel,0,11,155.47,0,Discover,40,3766.57,OTP,0.9141,1,1,16,Saturday
TXN_35216,539.64,Bank Transfer,47985.17,Laptop,Sydney,Clothing,0,10,382.09,0,Discover,189,898.43,Password,0.5439,0,0,0,Thursday
TXN_17092,279.35,ATM Withdrawal,38690.78,Laptop,London,Restaurants,0,12,124.78,1,Amex,131,3928.75,Biometric,0.5782,0,0,6,Sunday
TXN_29420,81.82,Bank Transfer,55161.74,Laptop,New York,Electronics,0,13,159.88,1,Amex,130,480.39,Password,0.58,0,0,7,Friday
TXN_36826,109.98,ATM Withdrawal,30379.16,Tablet,Tokyo,Travel,1,12,242.57,2,Visa,95,1073.49,OTP,0.1689,0,0,10,Monday
TXN_31001,3.99,Online,2744.2,Mobile,Tokyo,Clothing,0,8,378.54,4,Visa,142,4450.74,PIN,0.0175,0,1,17,Tuesday
TXN_39150,12.08,Online,50983.31,Mobile,Tokyo,Groceries,0,10,414.13,1,Mastercard,101,2811.97,Biometric,0.5458,0,0,1,Monday
TXN_43299,80.86,Bank Transfer,1362.15,Tablet,New York,Groceries,0,10,52.42,4,Amex,151,3455.75,OTP,0.3152,0,1,21,Friday
TXN_49022,245.31,Online,74029.87,Tablet,Sydney,Clothing,0,2,297.12,3,Visa,48,4795.49,Password,0.031,1,0,1,Friday
TXN_1256,13.91,POS,68418.67,Mobile,New York,Electronics,0,3,474.49,3,Visa,7,3203.61,PIN,0.2748,0,0,0,Friday
TXN_19390,3.37,Bank Transfer,45644.77,Laptop,New York,Restaurants,0,2,317.28,1,Amex,85,775.07,Password,0.1854,1,0,22,Monday
TXN_25231,9.07,POS,93107.59,Tablet,London,Electronics,0,14,424.99,4,Discover,4,962.95,PIN,0.551,1,1,9,Wednesday
TXN_28159,1.31,ATM Withdrawal,20291.58,Tablet,New York,Electronics,0,1,329.28,0,Amex,138,2125.92,OTP,0.2681,0,0,12,Saturday
TXN_4708,43.43,ATM Withdrawal,50521.2,Laptop,London,Restaurants,0,7,147.92,4,Visa,85,3192.29,PIN,0.3695,0,1,18,Saturday
TXN_1767,189.14,Online,61804.39,Mobile,Mumbai,Groceries,0,6,483.99,1,Visa,31,1354.17,Biometric,0.9251,1,1,13,Tuesday
TXN_12054,5.06,Online,73091.15,Tablet,Mumbai,Travel,0,12,48.37,3,Discover,151,3905.03,OTP,0.7775,0,0,19,Tuesday
TXN_47124,41.53,ATM Withdrawal,17828.48,Mobile,London,Restaurants,0,3,203.43,4,Mastercard,219,4829.57,PIN,0.64,0,1,19,Sunday
TXN_22094,7.75,POS,73409.53,Mobile,Sydney,Restaurants,0,13,437.16,2,Mastercard,168,3766.33,Password,0.3793,1,0,17,Tuesday
TXN_40145,71.63,Online,6556.19,Mobile,London,Groceries,0,4,403.24,4,Visa,161,4845.82,OTP,0.5295,0,1,11,Monday
TXN_43464,88.6,Online,6861.41,Laptop,Sydney,Electronics,0,9,263.68,3,Mastercard,40,1017.94,Password,0.2536,1,0,15,Monday
TXN_27130,40.36,ATM Withdrawal,77011.66,Tablet,Tokyo,Restaurants,0,5,75.88,0,Visa,17,3322.76,PIN,0.7394,1,0,21,Monday
TXN_27511,79.46,POS,58389.34,Laptop,Mumbai,Electronics,0,2,265.56,1,Discover,75,4887.08,Biometric,0.8486,0,0,12,Monday
TXN_6122,627.45,Bank Transfer,15032.53,Mobile,Sydney,Electronics,0,5,59.72,1,Visa,113,1953.27,OTP,0.6075,0,0,8,Saturday
TXN_19653,2.8,Bank Transfer,35942.35,Laptop,Tokyo,Travel,0,2,28.55,3,Mastercard,12,4747.59,Biometric,0.6577,0,0,6,Wednesday
TXN_24293,138.4,POS,5054.12,Tablet,Mumbai,Clothing,0,10,113.06,0,Amex,68,3971.4,Biometric,0.7488,0,0,14,Thursday
TXN_29313,88.07,Online,25767.31,Mobile,Sydney,Groceries,0,7,77.17,4,Mastercard,8,4025.46,Password,0.5514,0,1,21,Monday
TXN_34423,105.16,POS,69254.73,Tablet,Tokyo,Clothing,0,4,71.25,4,Visa,199,2147.51,PIN,0.316,1,1,15,Saturday
TXN_43569,91.04,Bank Transfer,18129.39,Laptop,Tokyo,Travel,0,6,28.13,0,Mastercard,19,2600.96,OTP,0.2143,0,0,5,Friday
TXN_1036,171.6,Bank Transfer,72741.03,Laptop,Tokyo,Groceries,0,6,355.83,2,Mastercard,196,3822.53,OTP,0.6967,1,0,7,Sunday
TXN_39490,82.11,POS,36657.97,Laptop,New York,Electronics,0,13,405.56,1,Mastercard,153,4856.08,Biometric,0.4478,1,0,12,Thursday
TXN_45423,43.83,POS,18722.56,Tablet,New York,Electronics,0,11,359.6,0,Amex,89,2402.44,Password,0.6015,1,0,9,Wednesday
TXN_28729,39.59,ATM Withdrawal,56323.23,Laptop,Mumbai,Groceries,0,12,13.66,3,Amex,174,3707.46,PIN,0.3383,0,0,14,Sunday
TXN_7089,27.86,Bank Transfer,1131.39,Laptop,Tokyo,Electronics,0,12,174.27,0,Mastercard,191,4378.47,OTP,0.9325,1,1,20,Thursday
TXN_2550,18.53,POS,61640.17,Tablet,New York,Restaurants,0,10,104.01,2,Amex,120,2588.35,PIN,0.2057,0,0,6,Thursday
TXN_5365,137.36,Online,86804.15,Tablet,Mumbai,Electronics,0,8,97.18,1,Visa,203,4228.49,PIN,0.8386,0,0,5,Wednesday
TXN_43575,77.69,Online,49471.44,Mobile,New York,Clothing,0,9,67.66,1,Discover,29,1823.05,Password,0.5447,0,0,7,Monday
TXN_27836,153.8,Online,5148.7,Tablet,Mumbai,Travel,1,6,360.03,2,Discover,162,2918.04,PIN,0.1515,0,0,16,Saturday
TXN_40912,263.3,ATM Withdrawal,57498.74,Laptop,New York,Groceries,0,8,22.59,2,Discover,144,794.68,OTP,0.6644,0,0,14,Friday
TXN_49789,17.61,Online,53693.16,Laptop,New York,Travel,0,5,356.62,3,Visa,145,1086.29,Biometric,0.1466,1,0,7,Tuesday
TXN_22273,31.24,POS,80062.79,Mobile,London,Clothing,0,14,389.04,0,Amex,18,779.21,PIN,0.7068,0,0,22,Thursday
TXN_11057,6.0,Online,75867.56,Laptop,Mumbai,Restaurants,0,5,178.85,3,Discover,15,1145.95,PIN,0.025,0,0,15,Wednesday
TXN_17425,155.46,Bank Transfer,2487.41,Laptop,New York,Clothing,0,1,132.18,0,Discover,38,520.36,OTP,0.098,0,0,20,Tuesday
TXN_33517,310.88,ATM Withdrawal,11076.77,Tablet,Sydney,Groceries,0,14,202.6,0,Discover,126,1690.32,Biometric,0.6324,1,0,17,Saturday
TXN_15758,99.75,ATM Withdrawal,99177.59,Mobile,Sydney,Restaurants,0,2,315.15,2,Mastercard,7,2710.78,Biometric,0.8298,0,0,9,Thursday
TXN_35225,149.96,POS,72781.84,Laptop,New York,Groceries,1,1,68.66,3,Amex,63,3610.27,Password,0.6217,1,0,19,Friday
TXN_31287,82.33,Online,97172.06,Tablet,Mumbai,Groceries,0,7,412.12,3,Discover,60,587.92,PIN,0.9826,0,1,1,Friday
TXN_20220,56.98,Bank Transfer,71691.41,Laptop,Sydney,Travel,0,5,475.53,2,Amex,223,4588.8,Password,0.3562,0,0,13,Wednesday
TXN_22582,3.54,POS,56205.89,Tablet,London,Groceries,0,4,379.5,0,Discover,125,2812.44,OTP,0.0645,0,0,0,Tuesday
TXN_44279,23.32,POS,53805.28,Mobile,Sydney,Clothing,0,1,210.64,4,Mastercard,91,2475.71,OTP,0.8578,1,1,9,Monday
TXN_38092,7.11,POS,71617.7,Tablet,New York,Travel,0,1,355.15,3,Visa,94,290.98,OTP,0.1691,0,0,9,Friday
TXN_41907,92.17,ATM Withdrawal,37835.28,Laptop,Tokyo,Restaurants,0,1,149.34,1,Discover,90,3809.42,Biometric,0.8454,1,0,0,Thursday
TXN_16092,25.63,Online,89398.34,Mobile,New York,Groceries,0,14,115.87,1,Mastercard,65,4985.09,PIN,0.1979,0,0,10,Wednesday
TXN_683,33.97,POS,23460.97,Laptop,New York,Travel,0,5,97.22,4,Discover,172,4597.64,Biometric,0.3114,1,1,20,Saturday
TXN_33707,123.95,Online,58672.0,Mobile,Sydney,Electronics,0,6,95.83,2,Discover,215,1994.81,OTP,0.5852,0,0,23,Monday
TXN_7763,4.94,Online,44249.69,Laptop,London,Groceries,0,1,102.46,4,Mastercard,74,2468.07,Biometric,0.4288,0,1,10,Tuesday
TXN_1787,47.13,Bank Transfer,30225.8,Tablet,Sydney,Electronics,0,2,362.91,4,Mastercard,93,2247.54,OTP,0.2902,0,1,21,Saturday
TXN_49249,44.37,ATM Withdrawal,83314.16,Laptop,Tokyo,Electronics,0,1,312.77,2,Visa,114,3390.23,PIN,0.2447,0,0,14,Thursday
TXN_23189,15.01,Online,55489.15,Laptop,New York,Electronics,1,14,91.58,0,Mastercard,85,1928.53,OTP,0.4656,0,0,6,Wednesday
TXN_33247,52.14,ATM Withdrawal,89787.75,Tablet,Sydney,Clothing,0,13,306.3,2,Mastercard,28,1919.89,OTP,0.1769,0,0,7,Sunday
TXN_46987,170.74,POS,58894.72,Mobile,Mumbai,Clothing,0,5,425.5,3,Amex,6,450.32,PIN,0.6823,0,0,18,Wednesday
TXN_34772,29.39,Bank Transfer,31209.16,Mobile,New York,Groceries,0,14,129.12,4,Mastercard,71,626.75,OTP,0.4582,0,1,14,Tuesday
TXN_18456,134.39,POS,93318.67,Mobile,New York,Travel,0,1,224.64,1,Mastercard,129,1883.68,Password,0.5473,0,0,10,Saturday
TXN_48092,40.31,ATM Withdrawal,93150.05,Mobile,Sydney,Groceries,0,5,384.11,0,Amex,204,1140.48,PIN,0.5795,0,0,13,Sunday
TXN_28119,231.98,ATM Withdrawal,74956.75,Laptop,Mumbai,Restaurants,0,12,427.2,3,Amex,238,95.78,PIN,0.7363,1,0,4,Monday
TXN_4100,22.3,ATM Withdrawal,63319.3,Tablet,Tokyo,Travel,0,8,343.29,1,Amex,152,2849.65,PIN,0.6653,0,0,4,Saturday
TXN_20572,148.91,Online,57375.83,Laptop,London,Restaurants,0,4,340.01,1,Amex,209,67.83,Password,0.8036,0,0,16,Sunday
TXN_2782,124.4,Bank Transfer,41954.31,Laptop,Sydney,Groceries,0,6,329.99,1,Discover,101,3605.46,PIN,0.6311,0,0,14,Wednesday
TXN_44928,122.85,Online,64692.47,Laptop,Sydney,Restaurants,0,3,261.76,0,Discover,190,3078.41,Password,0.5034,0,0,23,Wednesday
TXN_25084,9.63,Bank Transfer,79687.7,Laptop,New York,Restaurants,0,14,382.78,0,Amex,152,4119.15,OTP,0.126,0,0,15,Tuesday
TXN_23193,0.52,POS,3254.06,Tablet,Sydney,Restaurants,0,4,215.08,0,Amex,155,4975.25,PIN,0.3556,1,0,9,Thursday
TXN_32967,95.38,Bank Transfer,13107.63,Laptop,Sydney,Restaurants,0,8,305.78,2,Discover,184,2068.87,OTP,0.6402,0,0,8,Friday
TXN_28298,77.75,Online,84618.78,Laptop,New York,Travel,0,8,466.84,1,Mastercard,228,637.69,Biometric,0.2476,1,0,3,Sunday
TXN_26865,18.1,POS,62779.08,Tablet,Mumbai,Electronics,0,6,184.14,3,Mastercard,13,4628.64,OTP,0.9671,0,1,19,Thursday
TXN_39158,125.19,Bank Transfer,74701.76,Tablet,Mumbai,Restaurants,0,4,107.05,3,Discover,158,977.24,OTP,0.6515,0,0,4,Tuesday
TXN_27466,258.83,POS,71149.9,Mobile,Mumbai,Electronics,0,5,110.66,3,Mastercard,163,839.63,Biometric,0.1622,1,0,14,Friday
TXN_48174,9.92,POS,41708.13,Mobile,Sydney,Travel,0,6,112.01,1,Mastercard,186,2019.73,Biometric,0.0363,1,0,14,Tuesday
TXN_21855,187.47,Online,9992.8,Mobile,Sydney,Restaurants,0,4,309.18,3,Mastercard,193,2760.28,Password,0.6089,0,0,1,Tuesday
TXN_30938,63.95,Bank Transfer,58667.53,Laptop,New York,Travel,0,3,29.8,0,Amex,178,3788.86,Password,0.128,0,0,12,Tuesday
TXN_4210,258.03,ATM Withdrawal,68475.21,Mobile,Tokyo,Electronics,0,4,202.92,3,Visa,75,4375.66,Biometric,0.8694,1,1,18,Wednesday
TXN_5957,3.01,Online,84271.26,Tablet,Mumbai,Travel,0,10,192.37,3,Discover,198,2842.33,Password,0.6004,1,0,8,Sunday
TXN_7363,9.54,ATM Withdrawal,23275.83,Tablet,Mumbai,Electronics,0,14,170.55,4,Discover,128,199.29,PIN,0.952,1,1,1,Wednesday
TXN_19430,18.51,ATM Withdrawal,60280.0,Mobile,New York,Clothing,0,14,339.96,1,Discover,142,1570.85,Biometric,0.031,0,0,22,Thursday
TXN_24082,106.28,POS,23658.24,Laptop,Mumbai,Groceries,0,6,308.33,3,Discover,142,2653.1,Biometric,0.1999,0,0,22,Sunday
TXN_26321,104.97,Online,40589.31,Laptop,London,Travel,0,3,123.09,2,Discover,39,874.42,PIN,0.3772,0,0,17,Wednesday
TXN_47021,96.39,ATM Withdrawal,13821.31,Laptop,London,Clothing,0,4,292.81,4,Mastercard,13,4246.39,Biometric,0.5477,1,1,23,Saturday
TXN_21858,53.88,POS,79833.96,Laptop,Sydney,Travel,0,4,263.62,3,Discover,54,4181.35,OTP,0.5056,1,0,2,Wednesday
TXN_22941,132.79,Bank Transfer,96016.12,Laptop,New York,Restaurants,0,11,447.91,0,Mastercard,167,2878.08,Password,0.5025,0,0,4,Saturday
TXN_24483,4.01,POS,42729.68,Laptop,Mumbai,Clothing,0,13,226.99,1,Amex,185,774.66,Password,0.75,0,0,18,Friday
TXN_20001,23.79,Bank Transfer,58994.51,Laptop,Mumbai,Clothing,0,5,312.02,1,Amex,205,2018.07,Biometric,0.2077,0,0,1,Saturday
TXN_5099,10.07,Bank Transfer,26991.67,Mobile,London,Clothing,0,2,24.76,1,Mastercard,67,2997.92,Password,0.7878,0,0,16,Saturday
TXN_28134,241.19,POS,12577.92,Laptop,New York,Electronics,0,6,472.95,0,Amex,236,3050.36,Password,0.6172,1,0,6,Monday
TXN_14895,35.13,Online,35662.86,Tablet,London,Electronics,1,7,162.53,1,Discover,42,3156.25,OTP,0.9524,0,1,0,Friday
TXN_14,168.0,Bank Transfer,36308.87,Tablet,Sydney,Electronics,0,1,54.57,0,Mastercard,101,3124.04,Biometric,0.6636,0,0,5,Saturday
TXN_38124,0.37,Bank Transfer,78642.06,Laptop,London,Groceries,0,9,107.67,0,Amex,191,222.87,PIN,0.9122,0,1,17,Sunday
TXN_17767,624.81,Online,51977.98,Mobile,London,Clothing,0,2,184.12,1,Visa,184,2241.84,PIN,0.4604,1,0,13,Tuesday
TXN_32515,42.54,POS,62326.95,Laptop,Sydney,Electronics,0,2,324.26,3,Amex,140,3140.99,PIN,0.5503,1,0,12,Monday
TXN_3297,79.9,Bank Transfer,36200.05,Tablet,New York,Groceries,0,7,243.44,0,Amex,20,4541.9,PIN,0.9862,0,1,16,Monday
TXN_35215,48.72,Online,75443.92,Laptop,Mumbai,Groceries,0,3,312.96,1,Amex,187,448.09,Biometric,0.1992,1,0,16,Monday
TXN_31978,109.24,ATM Withdrawal,25352.46,Tablet,London,Groceries,0,7,155.89,2,Amex,17,1968.64,Biometric,0.9413,0,1,13,Sunday
TXN_28723,0.61,Online,14365.34,Laptop,New York,Groceries,0,1,278.26,1,Amex,103,1872.77,Password,0.9208,1,1,3,Wednesday
TXN_1641,172.81,POS,74686.41,Laptop,Mumbai,Clothing,0,1,154.09,0,Amex,62,2584.21,Password,0.6236,1,0,2,Sunday
TXN_31868,19.47,ATM Withdrawal,50165.46,Mobile,Mumbai,Travel,0,14,99.4,1,Discover,82,4849.74,Biometric,0.4647,0,0,4,Wednesday
TXN_45762,107.95,POS,55271.16,Tablet,Mumbai,Electronics,0,5,465.56,1,Mastercard,222,2718.61,Password,0.8955,1,1,10,Sunday
TXN_43694,202.92,Online,4565.9,Tablet,Tokyo,Restaurants,0,12,391.59,4,Discover,208,4488.5,OTP,0.2236,1,1,15,Friday
TXN_29329,49.81,POS,79133.47,Laptop,Tokyo,Electronics,0,4,424.17,1,Visa,22,1919.6,Password,0.5039,0,0,10,Sunday
TXN_27637,256.15,Online,38403.27,Tablet,Sydney,Restaurants,0,2,311.22,4,Visa,134,3170.71,Password,0.5541,0,1,7,Wednesday
TXN_43524,40.75,Online,18076.58,Tablet,London,Groceries,0,4,310.65,1,Amex,164,1420.57,Biometric,0.8995,0,1,13,Thursday
TXN_24088,42.45,Bank Transfer,81568.88,Tablet,Tokyo,Groceries,0,13,130.51,0,Mastercard,53,4434.15,PIN,0.666,0,0,20,Thursday
TXN_47945,73.41,POS,48737.88,Mobile,Sydney,Groceries,0,7,357.44,4,Mastercard,185,1663.42,Password,0.6885,0,1,22,Tuesday
TXN_5184,75.06,Online,84589.83,Mobile,Tokyo,Travel,0,7,392.4,0,Mastercard,23,3099.3,Password,0.5536,1,0,1,Wednesday
TXN_12863,95.74,Online,78491.29,Laptop,Mumbai,Clothing,0,9,466.46,4,Amex,174,2492.76,Biometric,0.1569,0,1,11,Wednesday
TXN_7381,65.06,POS,89711.45,Tablet,Sydney,Electronics,0,4,367.05,4,Visa,10,1394.49,Password,0.9523,0,1,19,Wednesday
TXN_9822,24.94,ATM Withdrawal,29999.37,Laptop,London,Travel,0,1,166.05,1,Discover,86,4879.87,PIN,0.965,0,1,10,Monday
TXN_34225,24.2,POS,65644.78,Laptop,Sydney,Groceries,0,7,197.25,1,Discover,48,2837.81,PIN,0.4537,0,0,11,Tuesday
TXN_47598,1.27,POS,16420.94,Laptop,New York,Travel,0,9,299.53,3,Amex,142,501.83,OTP,0.082,0,0,7,Friday
TXN_15736,354.36,Bank Transfer,45986.88,Tablet,Sydney,Travel,0,13,111.89,3,Discover,205,4425.2,OTP,0.0934,0,0,0,Monday
TXN_11253,26.93,POS,51840.72,Laptop,Sydney,Groceries,0,9,278.2,4,Visa,196,4885.13,OTP,0.4633,0,1,11,Tuesday
TXN_27589,56.07,Bank Transfer,43766.73,Laptop,London,Travel,0,7,372.97,0,Amex,10,2052.56,Password,0.167,0,0,16,Tuesday
TXN_22023,3.4,Online,78028.31,Mobile,Sydney,Groceries,0,11,57.02,4,Amex,96,1420.54,Password,0.9831,1,1,8,Sunday
TXN_19106,90.86,Online,93442.88,Mobile,Mumbai,Clothing,0,8,115.65,1,Mastercard,239,1893.89,PIN,0.7709,0,0,8,Sunday
TXN_25007,146.91,Bank Transfer,30294.23,Tablet,Mumbai,Restaurants,0,9,381.14,4,Discover,185,74.67,OTP,0.3393,1,1,19,Thursday
TXN_29054,28.23,Online,5117.31,Mobile,Sydney,Electronics,0,14,139.81,4,Amex,188,566.73,Password,0.947,0,1,6,Wednesday
TXN_24937,187.5,ATM Withdrawal,21820.0,Mobile,Mumbai,Restaurants,0,6,443.97,2,Mastercard,116,4465.19,Biometric,0.7816,0,0,9,Monday
TXN_7663,102.23,Online,30780.99,Laptop,London,Clothing,0,10,486.61,0,Mastercard,106,4281.55,OTP,0.9568,1,1,14,Tuesday
TXN_44433,17.5,Bank Transfer,54288.15,Mobile,London,Travel,0,1,377.14,2,Mastercard,49,302.03,Password,0.0405,1,0,21,Monday
TXN_19135,165.57,Online,44641.3,Laptop,Mumbai,Groceries,0,11,364.38,2,Discover,33,2948.91,OTP,0.4152,0,0,5,Saturday
TXN_25005,206.25,ATM Withdrawal,79014.68,Mobile,London,Clothing,0,12,477.78,2,Visa,218,2428.08,OTP,0.7571,1,0,23,Saturday
TXN_11726,118.13,Online,2711.49,Mobile,Sydney,Groceries,0,14,232.57,3,Amex,68,536.59,Password,0.5712,0,0,12,Wednesday
TXN_25482,138.63,Bank Transfer,97470.35,Laptop,Sydney,Clothing,0,9,139.67,3,Mastercard,47,4132.31,Password,0.145,0,0,9,Sunday
TXN_1683,330.95,Online,33271.84,Laptop,Tokyo,Clothing,0,3,121.31,2,Mastercard,65,195.67,Biometric,0.6462,1,0,2,Saturday
TXN_6250,4.14,POS,65105.83,Mobile,New York,Groceries,0,3,297.39,2,Visa,125,1550.58,OTP,0.1525,0,0,12,Monday
TXN_46559,34.16,Online,62272.6,Mobile,London,Electronics,0,13,97.81,3,Discover,208,1822.36,PIN,0.5369,0,0,11,Thursday
TXN_10556,92.44,ATM Withdrawal,83785.56,Mobile,London,Travel,0,12,244.87,1,Amex,184,2850.13,OTP,0.0683,1,0,6,Wednesday
TXN_28436,224.63,ATM Withdrawal,7321.48,Tablet,Mumbai,Travel,1,3,410.76,0,Amex,4,3735.17,OTP,0.1945,0,0,0,Wednesday
TXN_8316,40.05,Bank Transfer,94417.83,Mobile,Mumbai,Restaurants,0,11,487.35,2,Discover,106,2778.01,Biometric,0.3222,0,0,14,Saturday
